,0,1,2,3,4,5,6,7,8
0,0.2002173190263327,0.0,0.0,0.0,0.45879430327939036,0.0,0.0,0.0,0.0
1,0.35035601642973535,0.09407409055375013,0.040113688696707665,0.044680539056256866,0.01374626211096848,0.05531417791247255,0.06504442618523401,0.08259279061737351,0.11372727135448499
2,0.07980579711088778,0.41170317670129325,0.10006663533877898,0.1485649832129774,0.014990957479324716,0.0,0.0013449336833662247,0.135113518708684,0.09296901255740624
3,0.06411081927087799,0.4289505290196144,0.05882893045221606,0.18107056876754868,0.0,0.0,0.019008537249636952,0.12362616124277469,0.10253636314035425
4,0.0,0.21358507989215164,0.0500335485557898,0.6287119592443032,0.05571052847589493,0.0,0.021382585662055087,0.04671315510212395,0.01719920568683726
5,0.0,0.0,0.0,0.8122938958889135,0.0,0.023255282087420493,0.0,0.0,0.0
6,0.0,0.3299113376276047,0.0904851752479822,0.3919368250846839,0.024371672956233475,0.0,0.03339621650800209,0.10517419961768516,0.014135718291123915
7,0.01978911438091389,0.18519052979550882,0.01898906191471456,0.46446389607452104,0.10845884822090852,0.0,0.007546149258944641,0.024910177230031683,0.036854546841566124
8,0.0,0.06374236715467277,0.0,0.0,0.7641717020855862,0.0,0.0,0.0,0.0
9,0.4365315365584869,0.0,0.015010067267032566,0.0,0.046214079197615665,0.07107209182112394,0.05368961338829579,0.07993868147055735,0.014064517676969687
10,0.05869910817979293,0.449425178346149,0.04218341464608988,0.1878008301645302,0.03736464573063368,0.0020105645608736056,0.0,0.09616328258490424,0.08731664593625728
11,0.2012503444375678,0.16685990081669952,0.041666401514292795,0.032175181621142336,0.2560114584590804,0.0,0.03238188457633676,0.10977875121902238,0.0949891570632371
12,0.15312164136380538,0.20412521966085448,0.030312835742317253,0.02181101246861096,0.2333062707356948,0.0,0.1044429543003336,0.10312395192979355,0.04017025507104372
13,0.19787606148002643,0.15961400744138013,0.041451416173262486,0.04658599118517085,0.24810438976828,0.0003860113631468118,0.0,0.1199329409645212,0.08049276103079794
14,0.23770489000682327,0.10541404427912347,0.05423045180638294,0.007607078986199607,0.19713781998620244,0.0,0.0,0.05270986570031009,0.17987636005362312
15,0.3682624717364915,0.13102849842196068,0.026636277572981523,0.053778155907686594,0.0,0.07464841808408877,0.0564902156897829,0.0723332116100714,0.052656711687948984
16,0.27110103855744117,0.2244466490220253,0.01986584181651675,0.060653987284745976,0.0,0.06377205076107823,0.04569191916004049,0.08306543015486686,0.14027807144621302
17,0.3432612961337044,0.10517032186708158,0.03646691591546304,0.04409991909326313,0.12599725059707,0.04670285156606348,0.028706415290620957,0.1053642326250596,0.0
18,0.007268070530949869,0.1861885721303945,0.013003354177300959,0.005387136917838861,0.027333964831863886,0.2432693666537321,0.02020373092730471,0.24534192650153555,0.35211737103637
19,0.0,0.40487870524959874,0.01393026056247076,0.0,0.0,0.4142439695620929,0.01936071384935935,0.06553295742796122,0.10356144615449812
20,0.07040643821803642,0.14295099262455638,0.0,0.0,0.0,0.12353824140734938,0.002913621232222176,0.0,0.5673805971000944
21,0.0,0.0,0.0,0.0,0.0,1.025606942054156,0.0,0.0,0.0
22,0.0,0.07571381610976266,0.02529181287549925,0.0,0.07084008856062295,0.6748739721816226,0.0003254957522010646,0.17987689926879508,0.03002859719500785
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9073885998789935,0.0
24,0.0,0.0,0.010523326135198463,0.0,0.09295819470641366,0.0,0.042030250615717885,0.0,0.7663524339359775
25,0.056261349766534505,0.13938775970304118,0.014112494159942169,0.0018710520693436615,0.0,0.016443608027191792,0.014847883265928426,0.5245416745037091,0.18029686535960526
26,0.0,0.0,0.0,0.0,0.13687676147876066,0.0,0.0,0.11494628596751567,0.6507576677506267
27,0.0,0.47219026357883137,0.04409153541167997,0.04746309810878125,0.04806706708403307,0.10848772374092175,0.022644946746488964,0.0,0.1988638297662656
28,0.010503063339044709,0.059506423787560596,0.0027180022597908643,0.0,0.011150642065190994,0.007176279393895143,0.0071776557319425185,0.766409026158886,0.11362126765283803
29,0.007621753224826882,0.09051914322716413,0.009346989563618726,0.009897494862739914,0.039694638770360786,0.05303255502514784,0.0207173485373924,0.02185405135501067,0.7134844708803524
30,0.0,0.508624483947401,0.04590456769721622,0.0,0.0007179625337192418,0.2878687970128011,0.0,0.02697009132123242,0.11412223930291784
31,0.4079874564559044,0.048240323617764154,0.032416617113566214,0.03547588311192863,0.020063343566823377,0.073077736504282,0.06505121017452149,0.08868814312359927,0.015977249315759178
32,0.23741007381865092,0.014582422709289125,0.020256140428371684,0.008741147839466062,0.30675795999609384,0.03709854263708279,0.0,0.02901930499292624,0.2639724418382758
33,0.250676219721172,0.0,0.03482235011608827,0.033703867502202445,0.15892438237162348,0.07101224153575668,0.0,0.0,0.3439611181754691
34,0.1811716480017774,0.0,0.010957868729398785,0.0,0.45200361498422204,0.013326501416999977,0.0,0.10621256792407259,0.1340643749370733
35,0.23098012608507126,0.06559824083094937,0.007661014885172107,0.0,0.29962346141315677,0.0,0.0,0.024725560163960658,0.21836906999065095
36,0.31528366666470725,0.14916426733458443,0.020997943202897197,0.03721012879767231,0.0712692103596415,0.06509668638714448,0.027967895376293697,0.12219806543840946,0.07562957278400982
37,0.28743592078619196,0.17809334381965528,0.027419816038262726,0.03596592081122017,0.06936035040655428,0.05019445593428376,0.019862796469795222,0.09920232272681942,0.12269198667702083
