,0,1
0,0.2870868766202428,0.07306594729972896
1,0.3652761151318731,0.14700444126954343
2,0.12643042961457582,0.4356051872465147
3,0.10799512670845542,0.4436276613638704
4,0.024022306638923064,0.473272165993257
5,0.0,0.3154941330260859
6,0.028329675371894746,0.4734718151511254
7,0.0567714495649976,0.3751095962595269
8,0.017665275415702383,0.3923823728132548
9,0.4449268243422432,0.0
10,0.10441619597886886,0.43701949888132935
11,0.26061406872186704,0.2755883457722387
12,0.20703854486523382,0.28539723864318567
13,0.26128639675890936,0.2574327327480402
14,0.28473054051667324,0.21329372302980423
15,0.3803093860564003,0.12656133321645127
16,0.30587410809185056,0.24099333928300914
17,0.3689027393042796,0.12773954260921713
18,0.1015848119688111,0.4797488078714946
19,0.06898954974117111,0.4572013494789101
20,0.15622355255971931,0.36043946046685527
21,0.048990865173814596,0.34228432988342605
22,0.06764130266155005,0.4103963631793222
23,0.06135196606260486,0.4083099028278496
24,0.08044465772737354,0.41226304470494474
25,0.14051241645590257,0.38277124756414554
26,0.08049426539714939,0.41441954867230335
27,0.019843965807160364,0.514753854672059
28,0.10435424861990512,0.42060341755534003
29,0.10613728381122345,0.4319750444355629
30,0.03928215430922888,0.500970535663822
31,0.4161823383553784,0.06285479706702565
32,0.29826603326803763,0.23417466088678468
33,0.3015606992239107,0.21341905136185638
34,0.254058719474843,0.24371180579201981
35,0.2884707279666681,0.21976048306875584
36,0.35162837505484185,0.1787971576753571
37,0.3273869435805248,0.20719879289199647
38,0.35734768699721253,0.15662371985012435
39,0.3522682179071541,0.1706799763874437
40,0.3515023809776751,0.16716274250041566
41,0.3557714781423623,0.16397371312131484
42,0.30820739963083393,0.21039292807203364
43,0.32484067631714153,0.2113391169518997
44,0.36002534849392265,0.16045558616692684
45,0.3545000132073767,0.17032222331059602
46,0.2945840663459056,0.23970402991332432
47,0.4107078718562337,0.07661656695151452
48,0.41316485371042116,0.06492442972473696
49,0.2218108289119268,0.2558005179942527
50,0.41494594114134614,0.055566313416313684
51,0.32448056810135334,0.17766737577082298
52,0.297049334970348,0.21356819323532655
53,0.41437078255770055,0.052713506397326734
54,0.3018757576971491,0.19797232942356646
55,0.0,0.34874984797003283
56,0.1492799220805859,0.3269369725735224
57,0.0,0.34372881076146566
58,0.0,0.35002184762172833
59,0.09722981253783655,0.3441734466549773
60,0.0,0.34337910705685953
61,0.3825136180676599,0.12286375779046325
62,0.38073224237045655,0.13136979283457967
63,0.383886703946589,0.12522748092149247
