,0,1,2,3,4,5,6,7,8,9
0,0.21570191794764543,0.0,0.0,0.0,0.3682076767384445,0.0,0.0,0.0,0.06119304655591913,0.0
1,0.3490075774424546,0.04544922819447037,0.05166429238930976,0.04889535638490806,0.010822115206165023,0.05595769265767542,0.06563793730260124,0.11970357212419187,0.04936717917391878,0.10110616243699312
2,0.0770482944228666,0.2917001807877981,0.06548183232371439,0.04068255321697302,0.008408697201947094,0.0,0.039385841683141694,0.1365367066606428,0.02575538253924688,0.3989179755895867
3,0.0655359396700623,0.3384406199385614,0.027862081152070124,0.08844726314583666,0.000153709133732453,0.0,0.03804280263456548,0.10800353269457613,0.010170487514869347,0.4083467753923753
4,0.0,0.05954254011034805,0.022434392591096888,0.4176096108584457,0.004601802638448942,0.008336759410473241,0.035869990461607125,0.00588947988780416,0.0060706991451844865,0.727242540699688
5,0.0,0.0,0.0,1.0065098840290003,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.17946727797235892,0.0416055708353919,0.16511503002784156,0.0,0.0,0.07681042789646413,0.051775966495757685,0.0,0.6444396639393358
7,0.0,0.0,0.0,0.09468441656344069,0.0,0.04406693316768635,0.0,0.0,0.0,1.0082115069673225
8,0.0,0.0,0.0,0.0,0.7710541731066813,0.0,0.0,0.0,0.0,0.0064566271630331126
9,0.4341456716689329,0.0,0.021843304197463453,0.028460160196009866,0.035460581462535744,0.06667807088146635,0.050898649727476444,0.002127800954493848,0.09894612225061186,0.0
10,0.04829167738902667,0.336809629711871,0.025265540742896008,0.06216214211930138,0.00744144055168208,0.01509983475028077,0.020127799756201048,0.1372246647970692,0.0,0.4226709493299675
11,0.20655706539943722,0.12153883897890709,0.05046130859488318,0.06321756105781576,0.31486065205268154,0.0,0.004879027362777078,0.07141441089625007,0.09697742380178971,0.030910066974950648
12,0.17663245284962178,0.14713677587397145,0.03573216154680036,0.04233393275669935,0.3033556937859495,0.0,0.05398472218262326,0.0,0.12496891018391751,0.025486094898026584
13,0.19071628260171755,0.12501918926112623,0.03769413807963117,0.07824954747807046,0.27351408692351065,0.0,0.0,0.06138340902819132,0.11222610765425241,0.07927423648283348
