,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0253080664851504,0.0,0.0,0.0,0.0
1,0.33936651287224295,0.09994918037878502,0.026983142812279478,0.010031564886277088,0.0,0.029062822194428142,0.040128824374678414,0.06926641937815027,0.10909764249517041,0.019359401424778468,0.029155698270022363,0.001987887702913223,0.07668165842660013,0.07474759140858492,0.061342181306707884
2,0.031169117603321448,0.5486027431896048,0.008979104694014781,0.023071553225815618,0.0,0.03123790868373229,0.04338654829957402,0.0370448004474829,0.05928793669596934,0.0,0.0,0.10015204367113852,0.09187691760421877,0.01919026337530469,0.09129487452172147
3,0.05137519640042906,0.5044061724625568,0.014511568878675055,0.07540442484952721,0.04680288943289124,0.0,0.007657320993743075,0.058537406704597325,0.0556548503080067,0.0,0.0,0.15042577074881308,0.0,0.0,0.14679709712647002
4,0.0,0.295739913353664,0.009856539714615788,0.29736881238218316,0.0020315695900290248,0.0,0.01375354777353214,0.0,0.0,0.6322232496645881,0.0,0.0,0.0,0.017767601757088573,0.0
5,0.0,0.0,0.0,0.8181263350647111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.6657522639553456,0.01852702140952063,0.1264886066783102,0.014319812947425245,0.0,0.03231224009081722,0.0,0.0,0.19404141932316357,0.0,0.0,0.0,0.033157456534934536,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3076062128822732,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,1.2525903771691487,0.0,0.0,0.0,0.0,0.018765225015007783,0.0,0.0,0.0,0.0,0.0
9,0.44118455014339264,0.0,0.03709849889748443,0.0,0.0,0.010168841731601715,0.037959002259830815,0.08004095126461225,0.0,0.035831366113475864,0.09843234745957799,0.0,0.058874660154166376,0.017060163049792552,0.01661074836604805
10,0.0,0.5558774168696741,0.0,0.05945935677861239,0.02238735605560514,0.046734185656777776,0.0,0.0,0.04326355383808002,0.0,0.005045021692077169,0.1442901313401484,0.07702927382401872,0.0,0.1392540575734127
11,0.0144200238056735,0.05239690031588222,0.0,0.028769539547802148,0.1109828898481467,0.013411915927851289,0.01955587814797486,0.14183761925126584,0.010368322684219672,0.0029299054101544876,0.1492429106903276,0.09080359812974023,0.33921149124188515,0.02715576739912399,0.22827164001114955
12,0.0,0.0,0.0,0.027600432586052107,0.15003513394066856,0.0,0.0,0.16854551278118657,0.0,0.0,0.21666260155928735,0.08678441669774813,0.16168229603225281,0.08187921752093011,0.4231251483414605
13,0.011694259074277897,0.12473655958350384,0.0,0.006706502207363329,0.08269982971092167,0.06419264650115677,0.002421480808112595,0.14039681281562907,0.0,0.0,0.1474025693591461,0.08273144177085236,0.32703605237540445,0.0,0.1497826504934152
14,0.054755934740889835,0.0,0.004245832542383515,0.004727378332553448,0.0,0.07856477325793502,0.06476779033856578,0.0007330420722628628,0.08964310571182828,0.033538849663777605,0.0,0.10654840123090799,0.5000823543618061,0.030239064571432755,0.005530260845289912
15,0.41210260253572295,0.12422245664649666,0.041973984344784526,0.01882339235509291,0.0,0.029777177576740105,0.03093444819185616,0.05654644300800088,0.052493530636449307,0.00796335958974697,0.0026098258933813494,0.05109733139436741,0.0,0.046447988807696745,0.0550544009525331
16,0.2350758326068548,0.16123277232906913,0.00745001136243708,0.02813760091832806,0.0,0.035624940701181745,0.0,0.06060514564403352,0.11612460924077096,0.01815389432372327,0.0,0.11137884524008332,0.11166795533945954,0.053822918034645374,0.13366264522686913
17,0.3307948637859635,0.06298924267139658,0.034334628282220496,0.027556141316083502,0.09689767038336304,0.018681744682049313,0.044298579447926964,0.10456153898760887,0.0,0.0,0.11379225799330399,0.050698919919290514,0.06992860759722266,0.007114273115996345,0.027659632320967475
18,0.00796824858428866,0.0007549414914641769,0.011191151037679394,0.02090853882588668,0.06379842113422589,0.18419445240916468,0.022087285626909238,0.3125136995699751,0.34846410466602273,0.0042711636269452315,0.0,0.25773011935880213,0.0,0.00015102850073547293,0.06736165170098397
19,0.0,0.0,0.008501319084844056,0.010966743552264006,0.0,0.24232293334843333,0.03379008050380776,0.04127820520662564,0.0,0.0,0.02881432828003241,0.7402916176748502,0.009664336819511957,0.032351013399826975,0.01841539554675448
20,0.06024786170300966,0.0,0.0,0.03433266135001042,0.0,0.04848409238942164,0.0,0.0,0.6263818883938765,0.0,0.0,0.08068619630676878,0.0,0.0,0.2502217872997034
21,0.0,0.0,0.0,0.0,0.0,1.115354322563776,0.0,0.0,0.0,0.026013436446263295,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.03889798259574997,0.2240757552570354,0.5921067312293863,0.0,0.22508970941903686,0.06536359260033382,0.0,0.0,0.12194131469586551,0.0,0.0,0.0
23,0.0,0.0,0.0,0.006909991878960765,0.012973607510005206,0.0,0.0,1.1113534387583408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.048348874154136336,0.0,0.08885848099456191,0.0,0.022506403121525728,0.0,0.847498118461854,0.0,0.006203362929247227,0.0,0.0,0.0,0.0
25,0.048905993898527324,0.031024687339074042,0.0,0.0,0.0,0.026078532174296638,0.009081141731780137,0.697263571438241,0.12065820345149528,0.02679788326851394,0.0,0.11448749380747801,0.0,0.0,0.10974358527562163
26,0.0,0.0,0.021964546290026168,0.01234892232763641,0.08285811900063056,0.0099983366800006,0.0,0.1409152742631516,0.7319280236705017,0.0,0.05105939201684474,0.0,0.0,0.0,0.0
27,0.0,0.005604346396679293,0.04314744308905699,0.04848158111307633,0.16616582164749946,0.0,0.08322484990996018,0.0,0.11671326688472076,0.0,0.0,0.6791894688710396,0.0,0.0,0.0
28,0.0048958459198923,0.0111680954881919,0.0,0.00375080578263608,0.010237854969559037,0.011245280935727792,0.0,0.9777636138622937,0.09240051138518918,0.015268080418528984,0.00574568157034942,0.04142356766140285,0.0,0.0,0.052648512592202656
29,0.006271835522170044,0.005212115316441982,0.00826714773698492,0.022388074800056567,0.04365139523706676,0.029971994487610825,0.016849649479992505,0.020692359352222377,0.7816804836850098,0.007144963654987831,0.0,0.07601754114752046,0.0,0.009988414709900112,0.09109969367419855
30,0.0,0.0,0.00745738589359458,0.0,0.09789252944418808,0.10588200292085553,0.0892972708442249,0.006303917092648143,0.0,0.0,0.0,0.8513478694189571,0.0,0.0,0.0
31,0.42452818425204736,0.0,0.04015186904239889,0.01820516005469289,0.0249017249059341,0.01596711275521614,0.04863150440908565,0.09001904005850206,0.021430015674470865,0.04885718497498166,0.058931533867059384,0.009587711508289763,0.03893814535069246,0.0369967979769316,0.04484653813783073
32,0.05647372879998126,0.024450619409952957,0.03331471280962686,0.013897619475295421,0.05130366076592464,0.12260600279542382,0.02438451896006376,0.008282567272474834,0.1904532462317161,0.01862950612341842,0.12336496705527362,0.0016755388307225798,0.41660632037947903,0.0,0.0
33,0.15724838432321564,0.03159595175077527,0.01962421358817948,0.02671841000553356,0.0,0.10446960272495401,0.05742242908700474,0.0,0.3064068864991752,0.0,0.1001595790447479,0.0,0.2143363535037944,0.0,0.0
34,0.0,0.0,0.024333840631974624,0.0,0.17289901995218618,0.09653320402951183,0.0090481181277621,0.1432836920604339,0.04176414190142953,0.03798684031941036,0.2160313188448597,0.0,0.39474466172188055,0.0,0.0
35,0.0,0.03309070106830597,0.03936223162076513,0.0014368947371055337,0.00013440703029422282,0.11513592887478459,0.0,0.002220666387138439,0.1182360686451024,0.03599942508605382,0.0540298076234522,0.030167431496726505,0.5568904693768687,0.0,0.00973213807953595
36,0.27407038978562487,0.13178526839376434,0.027297982977901234,0.005115717378113505,0.02250945533437023,0.06842254037548799,0.0103895411660752,0.08828823614690565,0.0451122893221415,0.004513600373091126,0.010911525064732143,0.055895068422595715,0.18090198537559632,0.03398492350642965,0.038651785972899914
37,0.2184595331703894,0.14049428565930316,0.030531192835329457,0.008636761611585574,0.0028022495567548832,0.05159803177471996,0.013778634393267541,0.07288215920465257,0.09217619092734966,0.013369975498370705,0.0014100670381752272,0.053505831512567804,0.21598385603189332,0.009703633587643775,0.07158094448350358
38,0.3201065065618896,0.08426972503783765,0.033830259366140064,0.011641722533578015,0.05154981342166551,0.07291290082873794,0.02369356423711015,0.13734752486291846,0.0,0.0007481546722286174,0.020864775401431047,0.052097993327033264,0.11116564422010004,0.04070923135796367,0.044622497336267004
