,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0424217990040594,0.0,0.0,0.0,0.0,0.0,0.0
1,0.35541586215521115,0.002362304034333574,0.02558084058571985,0.008277106791855464,0.006170467605656129,0.06440183385927598,0.04259612369364603,0.05472577721595642,0.12371855999932188,0.0003996233680923658,0.03122050064037671,0.0719915528444931,0.07880136137045005,0.1208433383851058,0.06834354955188209,0.012909428207265079,0.0
2,0.03267456060289514,0.06613505459737791,0.012717823194853466,0.017932068242154344,0.024161308630702576,0.006553286222420522,0.028834798049627478,0.008497988029839254,0.09538887190322279,0.018280351857513283,0.0,0.11088330046849998,0.11265600597834105,0.6547264310658983,0.0213336247770252,0.019970386934837103,0.016960780128915783
3,0.03902120358785728,0.09692896607234561,0.006503558796292724,0.06589899810461766,0.07958800593863792,0.0,0.0019101422966613327,0.03443519811920089,0.07912051291387291,0.0,0.0,0.15893595152141882,0.019429576047051644,0.6618121568673425,0.0,0.014603781151790543,0.026967970930486748
4,0.0,0.0,0.0024215047099891865,0.3296899149455303,0.010710915875488749,0.0,0.01312314856312863,0.0,0.0,0.7757202523596805,0.0,0.0,0.0,0.3562602246995059,0.013011042437477863,0.0,0.0
5,0.0,0.0,0.0,0.9184865184549565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0030921650231639074,0.1314103225883903,0.02893701409087007,0.0012418595379082252,0.028895282231031705,0.0,0.0,0.26201465465943935,0.0,0.0,0.0,0.8042601439425648,0.02874188614419688,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5768102324765434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,1.2416506818800643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4511637353217547,0.0,0.03738340596966276,0.0,0.0,0.021688861408111618,0.047838334298115674,0.04741694282809836,0.0,0.0009829628645711714,0.11034923692041179,0.03749153789605247,0.07284662232321115,0.0,0.0174302439733143,0.0,0.04525923387279598
10,0.0,0.10701535589745549,0.0,0.047223297291853726,0.02721955182837457,0.04844014194985525,0.0,0.0,0.1091006694921689,0.022959611156416544,0.009242563931114488,0.14723601936732114,0.08332460215205675,0.663824046372941,0.0,0.0,0.0
11,0.02924493663145176,0.02783677608053891,0.0,0.05150941693379793,0.10149741337488606,0.0,0.02360327045602602,0.10701161120503279,0.006771946307582368,0.0,0.14442524217470207,0.24333349951547242,0.4180322625353456,0.08738145031443166,0.03961214123191815,0.0,0.07446094267096952
12,0.0,0.0,0.0,0.061539407977017006,0.16620168408011435,0.0,0.004710371183842757,0.12985408437034535,0.0005223533706178079,0.0,0.2556873677482433,0.47802947966718357,0.20466457825903558,0.000695933729005583,0.10133547001155596,0.0,0.0
13,0.029018876465696796,0.0,0.0,0.037235262268894884,0.03430718682503865,0.0,0.009394421503829088,0.05249196554180212,0.0,0.030091122192286976,0.10800001961480277,0.16179484081050147,0.42114051294267557,0.19325411049219102,0.018004846668478836,0.0,0.2108789100928231
14,0.07969524533730496,0.14017824522381092,0.008339779016398836,0.007235574264163886,0.0,0.07090136865891837,0.049548920486735336,0.04274515599150284,0.06485188316413128,0.0,0.0,0.0,0.5873756035084684,0.0,0.0,0.01710086458136499,0.0
15,0.40880660360068466,0.050114823039361676,0.0341826599677527,0.0148368832241785,0.0,0.031478274831399776,0.022813788070106956,0.036225542333381634,0.06460525387130837,0.016070069027104537,0.016706863102819793,0.08379091794582649,0.0,0.14170368049232268,0.03235152114744572,0.01902829730964586,0.04650691863467614
16,0.24185801600686502,0.09795743007502511,0.0,0.025317057902964245,0.0,0.0055725354461728495,0.006019282067820978,0.03697581839514648,0.12450716120775425,0.010814679545851741,0.0,0.15697099630031772,0.1171732977005189,0.2053572567030716,0.04238101956581163,0.01103722292097595,0.09243247389170482
17,0.33986267641724727,0.039684715237274376,0.01962186456685321,0.0340150948273059,0.09224960469951175,0.013321072912241706,0.03788408365329401,0.05679523790244665,0.0,0.0026034601286300677,0.14179685155391883,0.030375558701463905,0.07105509785353992,0.09736312882174526,0.00985608746675185,0.01735013309414051,0.07563613329997462
18,0.0,0.20194758822468234,0.012229327262067161,0.009766877099423114,0.060760541974171134,0.07894833702341432,0.012667976120328448,0.2749471120931511,0.35261302638596576,0.02750004858359233,0.0,0.08161555383993117,0.0,0.0,0.01724103254134617,0.01744735870227407,0.27587303563144244
19,0.0,0.6867046657614273,0.0,0.020338854518833393,0.0,0.05261839921067945,0.07956393170685988,0.0,0.0,0.0,0.018532319900804325,0.022402051059915135,0.010913685810973012,0.0,0.04320955252380177,0.0,0.33117838616552275
20,0.02132596381866208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5936317186422925,0.030258976576734188,0.0,0.34814646520091097,0.0,0.0,0.0,0.0,0.26062715830610633
21,0.0,0.0,0.0,0.0,0.0,1.189892971041081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.011101679297988573,0.0,0.09054859139133878,0.044339875560809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3330494819944494
23,0.0,0.0,0.0,0.014019291953745917,0.039350338900371165,0.0,0.013596497226840148,1.1727759091653338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.02786395595098555,0.0,0.13788251179490327,0.0,0.033562301210833805,0.0,0.8189858630724678,0.0,0.0,0.0,0.0,0.0,0.042695396765391094,0.0,0.0
25,0.046946248013255705,0.02483864786905276,0.014828354858896792,0.0,0.0,0.0,0.0,0.6575779935956495,0.1941170110453342,0.07786234847568894,0.0,0.10171524886037457,0.004158406349350718,0.017955106514692825,0.006940018318131763,0.008001082801983753,0.1574409799670799
26,0.0,0.0,0.05314956782461956,0.015747029270076967,0.10879909673087755,0.013910966920605634,0.0,0.1066105144595632,0.759591250414501,0.0,0.017848226205169477,0.0,0.02257786990488688,0.0,0.0,0.0,0.0
27,0.0,0.6542171975854205,0.039400167813136044,0.030547869214878193,0.1981512082287819,0.0,0.0112915545253628,0.0,0.14876198825150985,0.0,0.0,0.0,0.0,0.0,0.0,0.09307712765930719,0.0
28,0.004158562830298148,0.0,0.014046552641689329,0.012250432735714885,0.026528748445101707,0.0,0.0,0.9844686945737764,0.13708154679062912,0.024018104713945533,0.0,0.044489871805714454,0.0,0.0,0.0003396900163223606,0.00028917985129439726,0.0879947460731051
29,0.0,0.03613167303812472,0.002662202210468817,0.006629409836592196,0.05760774635207815,0.0,0.0,0.0171476042292186,0.77147580682334,0.03571713874803752,0.0,0.11668307031025762,0.0,0.008439157942027526,0.028931319187280202,0.023021328409171055,0.09711011431680697
30,0.0,0.7730598196779569,0.011513466550501956,0.0,0.12054710892730329,0.0,0.07952405827300486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04093916968547105,0.20999589665917423
