,0,1,2,3,4
0,0.2348655755339978,0.011610546247723555,0.0,0.0,0.2824679182236399
1,0.36488447353122977,0.11185624315864454,0.09666444240042342,0.12137056474284898,0.021301289911899675
2,0.09027561379896734,0.29665196463181753,0.10213760246120733,0.21697760508826605,0.16416708754692502
3,0.07216557645978496,0.2872213625205245,0.07975552674776809,0.26149375730084257,0.17813865819039135
4,0.003193439519483459,0.11394435477230908,0.09073122467404532,0.6423767311993436,0.07871622279738778
5,0.0,0.0,0.0,0.7618539264268862,0.0
6,0.0,0.19931590742003602,0.11910846451622593,0.4027612786188534,0.14408259048789265
7,0.04635538075230151,0.08917696711770141,0.08814624509748135,0.5201298052062504,0.041115628002928964
8,0.0,0.0,0.042591899409983924,0.0,0.6649017474161595
9,0.4482625211655944,0.0,0.06188643577837607,0.07321898970032603,0.003139053368022595
10,0.0698930620407654,0.3090216118824968,0.05396356461071367,0.26334641796948616,0.16529150058413472
11,0.22851052462176816,0.15567857678925967,0.07324713269580234,0.046831404334154864,0.28843260129017234
12,0.18687454901232228,0.09435542650934779,0.09816331446428704,0.020044700003961777,0.3449785378918431
13,0.2211203490267657,0.15546886806135657,0.05026709193035354,0.07567205041104409,0.2753736109853708
14,0.25977192493130985,0.20042262204612388,0.0673516127705789,0.021683905905135924,0.13764154513400512
15,0.3819291903050915,0.0759408836342419,0.07885546397291404,0.16147167596081824,0.006389759760366093
16,0.2820037662922515,0.21322368899405786,0.05746334728817739,0.15685849068883745,0.0820834850551886
17,0.36144048739897655,0.020915016556998487,0.06731783173654984,0.13026744048215497,0.12690160922630198
18,0.026691404687003595,0.48423000722031917,0.015047095982016864,0.10187888154192841,0.2697616802966319
19,0.01947827470495388,0.31251174142742755,0.0051844044233951385,0.14907433232994843,0.3520350423684009
20,0.08545956381639283,0.5594288308879739,0.023422777866677232,0.09474859290100932,0.0
21,0.012940720013621525,0.0,0.0,0.28201808123887223,0.35985515710837707
22,0.014863431587528708,0.13221803359355147,0.0,0.20501022293409263,0.44928692838604006
23,0.0,0.34039375895775703,0.0,0.0,0.41653708617822055
24,0.0,0.6720214617034957,0.056635698502231435,0.0,0.0
25,0.0693383161990642,0.37400550995958154,0.013444075050766486,0.07906630624351764,0.26901412124599244
26,0.0,0.6626962336588549,0.0,0.010128681711198935,0.06182305856488451
27,0.0,0.3952910955004927,0.05499552841319302,0.09762271422487932,0.2846316113719549
28,0.021310380042644295,0.3966338362917757,0.0,0.037433750002494125,0.3651498944791308
29,0.02685577080565029,0.6871724970168375,0.02953433059080198,0.040521029121737995,0.013603971202613136
30,0.0,0.35549487098714544,0.026532704602904744,0.1000718079415826,0.3660380065232231
31,0.42105904430499996,0.005630889231536609,0.08051576231053291,0.1231109341055199,0.02403824629023466
32,0.2526905100732125,0.23138039473294508,0.03947197098251995,0.040428362822896156,0.1860178439794195
33,0.26730819025712993,0.2835026265982341,0.05577344514151034,0.08662856441391509,0.02560545254867069
34,0.20043984671206705,0.1575614069996528,0.02310281224636385,0.0,0.3352564004726623
35,0.24268460484145232,0.19832551249133296,0.02877477875394578,0.028876733482041596,0.21787917508620863
36,0.33706380278945913,0.12374458837030043,0.05876280566267948,0.11405454900294153,0.11009953787777246
37,0.30245990977921433,0.18243012365048986,0.05763956269380302,0.11681794682113628,0.09770327295480759
38,0.3570336992307312,0.04725338879337944,0.07336666985656667,0.12297671021311282,0.12717753849355315
39,0.3320047126596544,0.1352010414772119,0.047813562920642524,0.08889807429871481,0.11940033745491202
40,0.3384600963848589,0.11742591462539619,0.05806128524700253,0.12446393260699348,0.0783110829107882
41,0.3437305326985907,0.1319822231651047,0.05227184155547013,0.10426865600661707,0.0775874343833545
42,0.2863346203593974,0.1639274106361154,0.048466396088356255,0.11622483783665441,0.14743574372649093
43,0.30070545740252613,0.1780794684170303,0.05501681685052399,0.11825418837005866,0.11774706213295899
44,0.3558316768516708,0.07568729766429687,0.06704955722383743,0.11789273048841345,0.11192171144297018
45,0.33739104848606527,0.12806150437292027,0.05285146004781367,0.10581792782033597,0.10148082897936424
46,0.2781718206448365,0.1587844183819859,0.13740438120568568,0.11259062136736417,0.10722581703433008
47,0.41525639964470396,0.030193961268664384,0.06840265523070047,0.1487113074337113,0.0
48,0.4200417372702921,0.0,0.05193016880016184,0.15189095792960738,0.024636574207520936
49,0.17623514315278327,0.17275148070465923,0.0024386716971652256,0.0533105172380062,0.30905049193453876
50,0.4179129385653266,0.0632484388200908,0.0,0.13955608942477526,0.003115808002460335
51,0.3131899444950819,0.09161731050839793,0.0658528912573003,0.12799139388870318,0.11327182224481587
52,0.2789897152017297,0.13458355795340116,0.11748784339959568,0.08709287035981625,0.13098908862597064
53,0.4181834503549087,0.049801522308254055,0.0,0.15028009541869722,0.0
54,0.3225066140960433,0.05953476203759011,0.23146435042969093,0.10240459155374562,0.0
55,0.0,0.1382834494744314,0.5614195072674706,0.0,0.0
56,0.15817124586654527,0.08891493422871882,0.31867319449374865,0.03205443490633005,0.12889405922348152
57,0.0,0.0,0.6982945273333522,0.0,0.0
58,0.0,0.0,0.44430163243595333,0.0,0.2340938805505404
59,0.08052348191673014,0.08790331879176236,0.2508355670313336,0.07430897142783058,0.1831255727265612
60,0.0,0.0,0.37203251327185977,0.0,0.25770696099511514
61,0.3752967070746005,0.1041844758437357,0.06939461747429668,0.12163108890152052,0.032679077949520574
62,0.37162641249963685,0.10964821147822211,0.07201924683127806,0.12245924126007726,0.0360204712193892
63,0.37512638787552793,0.10711390798167729,0.06908933819275188,0.12156053286119,0.03367674988578432
