,0,1,2,3,4,5
26,0.0,0.6684554519111969,0.06534024751323546,0.015552474512210014,0.03687381927740065,0.013857545442431084
27,0.0,0.41346156535399364,0.07866975785723922,0.12199932869443948,0.18521191128965148,0.14272916547751083
28,0.026621242090083246,0.3699261705470431,0.0,0.0,0.13137034823609609,0.42200028594113875
29,0.013691498699771034,0.6981038247844327,0.08621883967295654,0.049603849784172704,0.0,0.0
30,0.0,0.3584631267469935,0.07097851118730264,0.0761932443467533,0.16705786349414328,0.31472482406128355
31,0.4280896703123618,0.000506285080796886,0.06108797532624771,0.10803439829664067,0.048111566780757765,0.03046649204057273
32,0.2704977944713052,0.2483665211242344,0.061118872900524236,0.04209549580158959,0.12933565706835665,0.0555328811214027
33,0.2812121035781001,0.2710615945677909,0.1100336215389393,0.07369834196699425,0.02378844527739642,0.0
34,0.22488536407325005,0.19373419045524928,0.008581517267978296,0.0,0.2268823201060541,0.14096187785185052
35,0.25686057394057327,0.2298829014569172,0.039301643182892594,0.03903421388119666,0.1508573267967358,0.04996832714096793
36,0.3360366669998912,0.13250465302245668,0.05386250542193775,0.1135843546002999,0.08669158394983134,0.06856173472013703
37,0.30281228979486047,0.19330776846955602,0.054595498740627406,0.11940509636924773,0.07882568531730227,0.04663823876861033
38,0.3557446343370903,0.050137189650577514,0.05795561771098638,0.10299101879126765,0.10033658409858524,0.1105156766371923
39,0.333048523531105,0.13724084667355058,0.06197320740348036,0.10558762750989525,0.08124150657064229,0.05169066475418886
40,0.33343980656339106,0.14396144538075367,0.043171636731175994,0.13024137757503154,0.08305979450064953,0.029165289235910784
41,0.340893395812801,0.13491320789894695,0.04581441559583753,0.1103634308235676,0.08668409428455659,0.039721556849323644
42,0.2888205449206752,0.17021513676364225,0.044104437500882096,0.09905633947377059,0.07032617001748212,0.1393828494722813
43,0.3018632114867127,0.18738972249126923,0.05143513875791341,0.1134670084927465,0.07675647976559427,0.08209236291164966
44,0.35401928825395534,0.07861251121702946,0.05446057899209805,0.10635021095842916,0.09672128860172602,0.0881007622502949
45,0.33566872014324867,0.14132089126852992,0.0538274087426754,0.11763848876284606,0.08266870642501929,0.041766184178237534
46,0.27816469384729553,0.16597865435786016,0.11093894883050635,0.11987579344320498,0.15660959801384045,0.019511747267812244
47,0.4161816184281403,0.027883927715418963,0.06892987610056134,0.13526257178025308,0.016006770943795528,0.008952198147637739
48,0.42184144123554534,0.0,0.04637722714237522,0.13048635547674067,0.02939455838171069,0.03729170367555887
49,0.2084068821297797,0.1880656441190288,0.0,0.04394823627544924,0.19628475427769088,0.15729622631103898
50,0.41454367823928323,0.060722618950199786,0.0,0.1284925916499919,0.0,0.015528292532399205
51,0.3178047596353399,0.1202587916298919,0.055276578000350726,0.12001544002227968,0.0802259753967971,0.06433566678302055
52,0.28559387353724325,0.12318513230253324,0.11121128783985325,0.0829318332288081,0.15555536288933086,0.05278642780005631
53,0.416713818169922,0.05789320087482837,0.0,0.12341915346767626,0.0,0.023982780867184698
54,0.32249866014553746,0.036275966103289384,0.2509472656064219,0.10627872487159759,0.07860548893547292,0.0
55,0.0,0.06711649923615445,0.7669452695920287,0.0,0.0,0.0
56,0.15709576667968939,0.11111732074605814,0.2886893642826304,0.03633679120526909,0.1717039217897547,0.08627704110579464
57,0.0,0.0,0.7015526306740826,0.0,0.10052496278116778,0.0
58,0.0,0.0,0.1880626218377223,0.0,0.6415171771382838,0.014957588656601644
59,0.0840544021767205,0.12690509948715326,0.0786780405314594,0.06620227877407774,0.46070485743334116,0.0
60,0.0,0.0,0.004065564034103005,0.0,0.8135471720285349,0.0
61,0.3839655753403427,0.10010976046131448,0.06639559524970423,0.10929207239825314,0.04181461946670709,0.021527275264221556
62,0.37922421759344993,0.1077789839595885,0.06968982595807309,0.11055435966102985,0.044711718606368085,0.023145099986547683
63,0.3845595841747666,0.1025637338113425,0.06650562769579599,0.11054850146643665,0.042664178080222576,0.020372905656130775
