,0,1,2,3,4,5
0,0.26795481374209007,0.05346940196618823,0.0,0.0,0.22541083106889367,0.03498645408004124
1,0.3623055665551814,0.10937469914568007,0.0854203968939748,0.11367270153437091,0.05716321634835715,0.01695605514259098
2,0.09328630138192341,0.3210206556828582,0.08987643347935914,0.21316644997132536,0.17768763415289737,0.03641923296074452
3,0.07226316810168328,0.32246462891898914,0.05719156564144306,0.2532451659003289,0.17745783540476084,0.05890930269180215
4,0.004430436985539844,0.12582076323537483,0.0335694626800862,0.6120456565019939,0.13455398245226696,0.0
5,0.0,0.0,0.0,0.6630820573256081,0.0,0.0
6,0.0,0.21895267586230194,0.06467677755322673,0.42375005208417044,0.2109695919951122,0.003089212099454231
7,0.044476888837144325,0.09829887753581426,0.017293276363222733,0.5034932163696839,0.10118967185923657,0.0
8,0.0,0.08967330521107615,0.0,0.0,0.45627729707250025,0.29497204021418844
9,0.44974732036299264,0.0,0.05221291602937309,0.06333112165315818,0.017958772574962725,0.0281738150149433
10,0.05818559462736227,0.3456151112444207,0.04365462738049171,0.25049462739389344,0.16706549698736153,0.06729319509784704
11,0.248944592244949,0.19784494517848764,0.03251704799698428,0.06329901802405062,0.22932891719893705,0.08947714141710364
12,0.21349966528950406,0.15702212394981652,0.01200347307138441,0.05096905648732503,0.309654400657397,0.08934857159604738
13,0.2275118637180671,0.18810599701960137,0.0367048860293434,0.08705823934772863,0.1840143460723854,0.11086638738745315
14,0.2767520724023642,0.21742245185063694,0.06785947767559529,0.03648287232726057,0.11722043090575296,0.02469846991009974
15,0.3841670561522034,0.06566831240013757,0.06780375325051478,0.14534858928751948,0.03846163837005023,0.022899672945820407
16,0.2825168101977297,0.21239121085882304,0.05579398180167145,0.14510194701928358,0.08297491091496098,0.034220698348819266
17,0.37680759700215394,0.01623057807869834,0.05779475051647022,0.11177641397408543,0.10190413537440492,0.0855885974814038
18,0.015244056871575368,0.48474705009567076,0.054501052458949005,0.043597487705808964,0.09145604652356434,0.3230188569026003
19,0.008121832369339978,0.30738366985217164,0.04072283283961229,0.06542225067587852,0.15540691854640382,0.40429959781573777
20,0.068346641343527,0.5692737922760606,0.06754061577304735,0.08466388922914674,0.0,0.0
21,0.0,0.0,0.0,0.04174936967679304,0.0,0.7839229692778747
22,0.0,0.16258558475126916,0.04022031312315991,0.0,0.0438392149245215,0.690394674794109
23,0.0,0.30246766890715365,0.0,0.0,0.1238294255807122,0.46783182628533054
24,0.0,0.685527304177292,0.07143134222243384,0.0,0.03105980714669892,0.0
25,0.06759688961213953,0.3593937666937824,0.017051285313715636,0.014856504157419232,0.11812880434115361,0.3237676083815633
