,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749550614143835,0.0,0.0,0.0
1,0.33709855176367154,0.0,0.031228594874611167,0.0,0.010110049594394791,0.04969040056550345,0.0341352233374666,0.11567514787167366,0.04212943214247034,0.06840981908318632,0.04533830515255299,0.17711254208575422,0.08059810582554412,0.08595182335891988
2,0.06324124922397484,0.095057348451536,0.055558913488090146,0.0,0.00877031768240116,0.014391344636608972,0.024218528175055817,0.09135238660067606,0.043847785001329194,0.0,0.0,0.7893140144927764,0.10333904017277577,0.013236351551458518
3,0.04334367549645208,0.15737784936275612,0.008169288196730868,0.038326141358789784,0.0,0.0,0.01805703267571099,0.05890990824832127,0.06718628602133724,0.0,0.0,0.788146278642418,0.134190499554503,0.0
4,0.0,0.0,0.0,0.3434488540874912,0.0014859929927186846,0.0,0.027627616511331728,0.0,0.0,0.5922448082652667,0.0,0.4477571675617471,0.0,0.04074673824727561
5,0.0,0.0,0.0,0.9080009032165065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.1387297725415993,0.013465511895390234,0.0,0.06148666045199101,0.0,0.0,0.11266673584564786,0.0,0.9949388922453948,0.0,0.08986501817841963
7,0.0,0.0,7.986926627545275e-05,0.03288522172345515,0.0,0.0,0.0,0.0,0.0,1.302655989645121,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.9582616431695745,0.0,0.0,0.0,0.0,0.036993489842813136,0.0,0.0,0.0,0.0
9,0.4283007244969014,0.0,0.02120778317601769,0.0,0.019571219034213116,0.03308008778320023,0.05352683754259976,0.0,0.06891241599546044,0.08931287018790711,0.09538180974902233,0.0,0.022026902226983256,0.041144332591527256
10,0.02757997640403445,0.09993888162852292,0.011427050626309096,0.01806169058866963,0.035833372653192266,0.03325079425550648,0.0,0.1134466772435542,0.022052953000545425,0.009594052111500757,0.0,0.7739774988034849,0.1561235960477132,0.0
11,0.15394938853666273,0.033922438014209244,0.023817727574370343,0.04313622058334786,0.297171055902666,0.0,0.0,0.09797510858878507,0.13352295262366823,0.0,0.13949883588946144,0.062179555656618805,0.1700971556699191,0.05219588869101691
12,0.0646332393885175,0.042491443986070306,0.0,0.04344094775288258,0.23919975218300096,0.0,0.0,0.0,0.18641490232542435,0.0,0.23618425998332673,0.0,0.30133097090737787,0.08611376752999762
13,0.15635236407956296,0.010263799016812077,0.0,0.043668884830176474,0.2585871037279676,0.0035629888151063444,0.0,0.07747701248855735,0.11954651439935624,0.0,0.12343616951989936,0.1906274660794108,0.1336951250520588,0.05508805367756707
14,0.2533055110164934,0.08779824342598205,0.08952307049011324,0.012620101625537165,0.28089696064197284,0.0,0.026854934668611864,0.20524145498131569,0.013909160602579797,0.0,0.0,0.0,0.0033894011405257995,0.0
15,0.3671427823922818,0.049428544791060985,0.01669083234322319,0.0013698668496812394,0.0,0.057880471610853836,0.043081406451951326,0.03656756379677612,0.03473563387184027,0.06265805019959113,0.002587671109314386,0.23556789613795542,0.07530553059208712,0.045771496398158855
