,0,1,2,3,4,5,6,7
0,0.2273666230846313,0.0,0.03372276894301997,0.0,0.19913338700908387,0.0,0.0,0.2574166670755769
1,0.34876967228695743,0.12815395348447578,0.05579776718502073,0.08057179298948512,0.014418608218272367,0.12227035056366667,0.045228288113977826,0.047977418194752694
2,0.07484816376710206,0.2936177485202147,0.05138715592578296,0.21841780072535422,0.20930158113158834,0.09500519231351268,0.0673569985649864,0.008687996380555738
3,0.0526193088863834,0.2830921379584862,0.055561060117096946,0.2543991596043021,0.21254780703649126,0.1207012348111303,0.040673181777424725,0.00549506716707805
4,0.0,0.08182286758405924,0.024799474839460964,0.7067001394451273,0.16593332746486358,0.0,0.04738557751635995,0.041927889711916494
5,0.0,0.0,0.0,0.8047298984180643,0.0,0.0,0.0,0.0
6,0.0,0.16463883087490902,0.06839692119632035,0.4451010133807212,0.2389365790258218,0.0,0.06522815628481439,0.01689433828526205
7,0.023077232005363272,0.06490179699106985,0.0,0.5924373100560629,0.14653828955699286,0.0,0.04109873560829077,0.08602920585118758
8,0.0,0.0,0.0,0.0,0.8734495712962603,0.0,0.0,0.0
9,0.44021341731493,0.0,0.03676384779394647,0.01229314342405411,0.0,0.11059462882893084,0.02467912751943068,0.07901048928073272
10,0.05177811949616187,0.3018707469249955,0.04200319223083473,0.2403977487710871,0.22218088629681676,0.12889068875835327,0.013258167706827015,0.0
11,0.2244306420003738,0.12319019133599626,0.05790897710989525,0.04559604021304404,0.2881418085078426,0.032142186618760185,0.03071527867702146,0.13058433010456824
12,0.17724102377453488,0.07745839733466828,0.11652404328688955,0.041657249001454996,0.3050269229436935,0.006578720449184638,0.016401285890984788,0.1476893731159328
13,0.20831180638440772,0.11445750590158599,0.04270433166230793,0.06498995538207188,0.2797064583813284,0.07006526162933746,0.019429349821193324,0.11553785889595293
14,0.264979893126941,0.18647288992357108,0.01040783905917307,0.011558541138948766,0.1528587235405714,0.0291071600974805,0.06594386419703323,0.07799317430002707
15,0.36496722417090005,0.10041012594462732,0.058383599975173624,0.10245247199467852,0.0,0.17410176849748174,0.023884143676162324,0.009015764953058636
16,0.27374822228269163,0.22383795011581378,0.05375193944919138,0.10849313331952301,0.054706404740078776,0.16737413649553856,0.018700178457538116,0.013634865116712904
17,0.35314810431148735,0.0,0.04066278369270852,0.07816630706950892,0.11349623826138902,0.13400714237942912,0.03443233602216251,0.09959355334967285
18,0.008891969476432535,0.3802836623020688,0.03406866062708341,0.021741216739812073,0.03936883603536454,0.29467303603771583,0.02321694324125579,0.24945318976535452
19,0.0,0.2384701728306198,0.09121991663792091,0.014416108195565465,0.05604971032469801,0.5595438754797536,0.018023840417961103,0.020961897854054074
20,0.07549592352158015,0.5672583401255259,0.0,0.043048299089705304,0.0,0.12762407922763566,0.027383633864146488,0.0
21,0.0,0.0,0.0,0.0,0.0,0.7966640803947053,0.0,0.0
22,0.0,0.05286503674194209,0.0,0.0,0.08575011776478435,0.657978539353672,0.022491754901720926,0.15092318139156533
23,0.0,0.0,0.0,0.0,0.0,0.05454972783783373,0.0015356559507429205,0.8805197527455916
24,0.0,0.6976934317797961,0.019490179424806138,0.0,0.002291427783766079,0.0,0.032541913328169206,0.06685855855258084
25,0.05742426089654196,0.19058946497497356,0.040545697039337004,0.03297273847537486,0.0,0.15391037617050646,0.0,0.4923633668955046
26,0.0,0.574298107179876,0.0,0.0,0.03130676795283137,0.0,0.0,0.23139189658300716
