,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96865616236925,0.0
1,0.3569065298491649,0.05959308414257156,0.051343421563406176,0.017143184582876555,0.03568314023896105,0.01885899495534854,0.03234534257674947,0.06138043551188096,0.11001698606718922,0.0468159440027267,0.0550342396185961,0.09678580805309327
2,0.08180576729791882,0.012170198397434407,0.048661039320960324,0.07595465871268793,0.0,0.04578281199358992,0.1077549807840825,0.05065869562267697,0.07455601846844867,0.1833810377941243,0.0,0.4909626867329945
3,0.061545949614996334,0.048615019182633314,0.030592624006271024,0.1401306229565375,0.0,0.02446076391580445,0.06619746329069606,0.053900898836943725,0.036288585766749856,0.186365369831276,0.0,0.5419658491284888
4,0.0,0.0,0.03861236441685641,0.40412388770770885,0.0,0.0025685278894022165,0.040373443642557495,0.016608207452247895,0.0,0.7429498745265434,0.0,0.13020502525752012
5,0.0,0.0,0.0,0.9976196233044813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.07733503632509627,0.2270305164151521,0.0,0.003253715665182048,0.09394367281493878,0.04995094644541571,0.0,0.46535540652247437,0.0,0.3417646755728432
7,0.0,0.0,0.0,0.0,0.024745487966932978,0.0,0.0,0.0,0.0,1.2552909771409337,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,1.0032045207529663,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4237448391160122,0.07866905913671952,0.012775542174633484,0.0,0.038062255293295655,0.01029159549246844,0.001230644051416702,0.07171498516916129,0.0,0.006402633169211405,0.1375360755880183,0.0
10,0.04685517265906391,0.05421013576651211,0.02515852085829295,0.13601311648084427,0.0,0.04133529297573508,0.06957234213727083,0.02382899913665424,0.054782931045294816,0.20065473689077326,0.0,0.543014801636907
11,0.18399117257177675,0.059243526019874676,0.024825638775938054,0.033154209480258774,0.0,0.27262347866012016,0.03581432086467335,0.10006153256966521,0.10302702597817491,0.0,0.14769569859257387,0.13854345060272025
12,0.10037174172159598,0.17472534874332352,0.03366528552172765,0.0266621938668811,0.0,0.19855150193375343,0.020604862577018983,0.11235260510231786,0.006572838763650548,0.0,0.28328628666349875,0.17718074359980912
