,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0526765909067428,0.0,0.0,0.0,0.0,0.0
1,0.34637583906105657,0.0,0.023248760422516043,0.0063459514520081564,0.17061638860555695,0.070131487856312,0.06859795395979273,0.008963077926563827,0.05094536387780418,0.011291791684404933,0.039329903885500374,0.15359583367998095,0.0236124083219916,0.052309636519035904,0.07663479080699544,0.02453011166773445
2,0.028839274131892825,0.07178937375505713,0.015501583841919428,0.04291733788321341,0.14564134931964087,0.013778750181228075,0.12190408988293461,0.011357270336769004,0.017131066377328627,0.0,0.0,0.8219847290235714,0.07153110335952349,0.05759607916782228,0.032745970241836134,0.03885903173463854
3,0.03789557762611506,0.11736865602396804,0.014084186487737155,0.08937880573898292,0.13691834764284116,0.0,0.015626298132866524,0.07640325621840309,0.05107323435208829,0.0,0.0,0.7800855211815566,0.07225116598634646,0.0876335196720613,0.0,0.005363097893290024
4,0.0,0.0,0.009974305746289732,0.35503603733168976,0.0,0.0,0.0,0.012716734166593292,0.0,0.6839035743210938,0.0,0.446088887606977,0.0,0.0,0.011989712795138266,0.002154019955542885
5,0.0,0.0,0.0,0.9952870956752037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.018855293124568503,0.13885437992014996,0.0,0.0,0.0,0.03649277576353588,0.0,0.26126012258965264,0.0,1.0065924817327865,0.0,0.0,0.026005903576583212,0.0036926208815050822
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3565633899501146,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20690544972424,0.0,0.0,0.0,0.0,0.0,0.0,0.01066300375609722,0.0
9,0.4286172481833132,0.0,0.0365619838267654,0.0,0.0,0.02973860530491727,0.07578352147223219,0.0,0.03231562824839778,0.005933902722201825,0.13355879415138863,0.0,0.07909746097534982,0.008495218462524885,0.015071057481129059,0.020974594781563164
10,0.002173185505563373,0.10646731241561429,0.0,0.07835329297748703,0.11640142620542207,0.05775730619063664,0.09123947803557378,0.03120577776356376,0.0,0.0015239101476255742,0.0,0.8758749356684224,0.007993904104128816,0.10512374916337726,0.0,0.0
11,0.027172476232537567,0.04748419486927535,0.0,0.05263017504100093,0.012838090689882984,0.0,0.44669902231571895,0.08782367191642111,0.11752319732056195,0.0,0.12850865853321353,0.08473492231621006,0.08306188133388401,0.1938863469413645,0.08349439934831397,0.008052442428289503
12,0.0,0.027415990720282456,0.0,0.05549179184779956,0.0,0.0,0.29965143315557635,0.14403631263902947,0.14484809692314707,0.0,0.21674755605971033,0.0,0.0,0.35048327321413364,0.14040507254244564,0.0
13,0.028972194813715064,0.010625236017711015,0.0,0.06272703186705007,0.0,0.0,0.4276470565826064,0.02901902469131133,0.0497421714817088,0.0,0.10766641412919357,0.22493167075343057,0.20852569742396423,0.12287543458378442,0.0662654725373146,0.0
14,0.07493686193173153,0.11337027687411977,0.0,0.0,0.1078360947953749,0.10730235594324168,0.5642651758986036,0.0,0.02429113589363533,0.022366248528469333,0.0,0.0,0.0,0.029437365401844853,0.0340853146280323,0.040564063099427616
15,0.3964501812616718,0.05702951048389053,0.0344590440672527,0.011824427733562624,0.08101699256088728,0.04502115901683918,0.0,0.0,0.02633224609319785,0.022099014591089008,0.033585458447856986,0.188729538907766,0.0752859620028849,0.048656473298728624,0.027471035444332378,0.019651278504854784
16,0.24175348982163494,0.1267400837990931,0.0040107038571978925,0.037767362514653166,0.16220969543366812,0.019752093092375838,0.12300764326510505,0.0,0.04498176085659138,0.0,0.0,0.2426196467032097,0.08878991743926953,0.08668682452337399,0.0487942422877769,0.0036377255205446903
17,0.32393680643892864,0.0536389227345347,0.010134543668426612,0.023991989094801797,0.0,0.027626451651206835,0.07121232307590043,0.07629983552227423,0.06182221684091218,0.005932776992768067,0.16094631234383772,0.110115155566297,0.085402970382876,0.025978422404935045,0.03751589139556236,0.03628220602800986
18,0.007455438458636678,0.21586227311600067,0.013133091795661488,0.011948379430975199,0.44069787278501,0.08240772021769323,0.0,0.04879646954838633,0.27116025739438426,0.026546825046743244,0.0,0.0005705786638602762,0.23883934465652026,0.05455353770896433,0.013255642727758726,0.021824605745882988
19,0.0,0.6888124096984078,0.0,0.011706659507531277,0.0,0.11372488350806172,0.02568651350118338,0.012573315119334832,0.0,0.007371661393140851,0.03686815388653646,0.0,0.26994528308004406,0.0,0.024663686807272257,0.052271335970748116
20,0.04397056317146993,0.059073016966134546,0.0,0.019570096380481496,0.7386412951333994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1756906594378606,0.23070759711417888,0.0,0.0
