,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.132576503724451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3494755874156713,0.004657134990217961,0.009551781785529692,7.819875119471594e-05,0.0008849836287374073,0.03168391239529483,0.06268781145937982,0.020912038878404243,0.1266372381737595,0.014261728449941377,0.031054669501461993,0.05832494106546648,0.13533576173533265,0.09441926924402054,0.06687145216349182,0.03312873628282131,0.026994471457587498,0.09250185069816698
2,0.02298092735514351,0.06235066310739281,0.017543765031362093,0.014550141242511494,0.018310274647597866,0.02347303159267961,0.05758235605225751,0.0,0.10764352261873872,0.0,0.0,0.007137855293816345,0.7691215076305558,0.02753529378797125,0.06324899038734826,0.010233654482627846,0.0,0.17658417198697363
3,0.01685895262130342,0.07116991990066489,0.008174592104202634,0.06708577203806795,0.06853822409239427,0.0,0.01920712129169174,0.0005563508523226848,0.10879079846772316,0.0,0.0,0.046751186750138236,0.7821389946296771,0.0,0.0,0.012130942755803398,0.010776194544591208,0.18756984074792535
4,0.0,0.0,0.0,0.3541381683739308,0.0,0.0,0.0,0.0,0.0,0.7840358286918658,0.0,0.0,0.4256218522078995,0.04232656734286888,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.9851473284335477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.14228830265071118,0.0,0.0,0.0,0.008430064795673362,0.0,0.23906799293520908,0.0,0.0,0.9545178482682982,0.0888392163407684,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0003986920570647883,0.0,0.0,0.0,0.00418402952777962,0.0,0.0,1.6247540538229517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,1.245204589002707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013514236102099196,0.0,0.0,0.0,0.0
9,0.45451618165009094,0.0,0.0,0.0,0.0004332855695880169,0.007582411247050417,0.07317715491210926,0.03368082505103218,0.0,0.005868103422260132,0.1202446998723929,0.03723983875782719,0.0,0.0065220747192681,0.04285880656503397,0.04565696856991479,0.07651755246170477,0.07496023869888396
10,0.0,0.12274340163920233,0.005943611102378032,0.03440696718767499,0.03325560503320041,0.021852827471503945,0.0,0.0,0.0944793466606239,0.037181914228174726,0.000692497139832119,0.07327976287743423,0.7662793066523452,0.017474711565182682,0.02640827507134992,0.0,0.0,0.1478478112103445
11,0.014697578810250094,0.009332945804927063,0.01564466394172008,0.06760339868879547,0.14966482335024808,0.0,0.06578980749071092,0.07851485204829121,0.00887880917904325,0.0,0.14585059401267464,0.03355072181833678,0.017144488839375627,0.0,0.2640069030109926,0.03557441465936881,0.0634116474854571,0.3802175975806542
