,0,1,2,3,4,5,6
0,0.2037671412358703,0.0,0.0,0.0,0.4707811977906049,0.0,0.0
1,0.36400468377567097,0.11487711196753708,0.06610837375608077,0.09901258128851503,0.02490598171535374,0.038044892715875425,0.07018410748733313
2,0.09528217451124003,0.2698477766631526,0.09130736495052189,0.28949961807116653,0.1469260015238311,0.0021852512200697346,0.059743959641495585
3,0.07349613935446717,0.27819471493463477,0.05308890435554398,0.3349238194867595,0.1300428559007799,0.007945648673020675,0.08029815243403826
4,0.0,0.067834382772278,0.050513513071145565,0.7041842820658439,0.11123310083158852,0.0,0.0324106093285102
5,0.0,0.0,0.0,0.6719111038226546,0.0,0.015066092059184986,0.0
6,0.0,0.15415146883595982,0.07998982097950846,0.5125129695812474,0.13989902272484292,0.0,0.07838644652062386
7,0.022934484231247564,0.04583103848901462,0.039845765304271454,0.6034875819070193,0.12228512568679266,0.0,0.0
8,0.0,0.0,0.01250520852903655,0.076215198919819,0.7454481952162206,0.0,0.0
9,0.4431248354123941,0.0,0.03548475595023015,0.017890453006419723,0.033536653717150124,0.06477960316661073,0.05226326029790608
10,0.06862659628405739,0.2946779420567385,0.04092205417101242,0.34471173249714093,0.10643113328602995,0.013988085475327263,0.05542530977589674
11,0.2157895746291504,0.12374877671854856,0.052874281255499485,0.09760856421746544,0.3544972271017295,0.03566325686449682,0.020871878819130302
12,0.16898784053473465,0.0864165278721552,0.040026750436301904,0.08449012931599462,0.39511507043055893,0.013288865473839891,0.07640065359905414
13,0.2054686474251584,0.11714518773780724,0.03622410994113529,0.13561129927398607,0.32494884364349963,0.07028860116097249,0.0
14,0.2600085946000776,0.15861304002232557,0.08410112522474314,0.045222662456797444,0.20767057077292006,0.0,0.00017250458997002458
15,0.382587986615368,0.07472727605826988,0.04234385237125449,0.1270508574084187,0.0,0.06233327853117776,0.07839902492997493
16,0.28424674964853414,0.20193571718711928,0.03535591620252011,0.15858831790876582,0.04902246390147203,0.05892858786720303,0.058214738229894696
17,0.3614391929191034,0.0,0.05140978835318695,0.10445613601395773,0.1447425068459587,0.09006780976527583,0.03536820086918623
18,0.01676635355111403,0.4552927143298016,0.020255680297284608,0.06816865223401475,0.10031239096720578,0.30450514590148753,0.04491564123847647
19,0.017308967433677238,0.27150989721278895,0.011677040664464011,0.12394952953535159,0.03586877120304385,0.39743891547407534,0.1202321236735316
20,0.07584508115152214,0.5420122253263765,0.023147403273591317,0.10346915019706782,0.0,0.044413586226596725,0.0
21,0.0,0.0,0.0,0.0,0.0,0.8723679413333125,0.0
22,0.0,0.1346419396356268,0.021773399362723368,0.005531807980568646,0.11368706916278092,0.6531050938485051,0.012256060084806227
23,0.0,0.2295500108544416,0.0,0.0,0.26829634401626007,0.3901666858869198,0.0
24,0.0,0.6615781187908353,0.04370024238704802,0.0,0.04496120910707366,0.0,0.011510016143599896
25,0.06944385620478202,0.3604595588458787,0.0,0.01771010468574535,0.16153753470974652,0.26557697808621095,0.023664981875995177
26,0.0,0.6578447016830444,0.0,0.03038744429161937,0.08837878602035933,0.0075370266630164365,0.0
27,0.0,0.3725185213949781,0.05362328053748877,0.2122880203036698,0.1068673354833544,0.09758540238143244,0.12067040161191615
28,0.0069090522869251795,0.3441341371614841,0.0,0.0,0.24651331742456897,0.35108001777152475,0.0
29,0.022522229544130346,0.672059158129921,0.0379415165141688,0.07788139650822316,0.0008654840972536841,0.0008146665273155207,0.014816265332513519
30,0.0,0.3137858956892616,0.04396253739487955,0.16143975607282238,0.08727090659187194,0.27575284180319026,0.10411971125559306
31,0.41875197526287156,0.0053850941214189894,0.05013548564863204,0.07539661306528317,0.040597838307003656,0.06055931886190913,0.06829757864015742
32,0.23825858721622173,0.21195125900536138,0.04598584961600721,0.045736538236792294,0.27331771512203645,0.01840260643266263,0.0
33,0.27313517319981023,0.24920376016503715,0.07793982942072408,0.08256833413758888,0.0839385121438178,0.0,0.0
34,0.17154620813224675,0.1394822530294648,0.012018601079593585,0.0,0.45971208026875676,0.06951287102970322,0.0
35,0.21894009367223893,0.1967867688570752,0.03077469391002154,0.038107317813915804,0.30065042100065253,0.0030951371578399945,0.0
36,0.326239889017064,0.12113292310184699,0.04081417544093227,0.10183327289932857,0.10946879815463037,0.0831989243354607,0.03946652892469457
37,0.2947863292970117,0.18279210505355664,0.039700225529823975,0.11198187582773655,0.11047191884995604,0.06095798721561444,0.026897978782457033
38,0.34481398858415885,0.046173795282522405,0.04578969936726887,0.09283197593701688,0.11540943100535825,0.1108774948702616,0.05144343746073377
39,0.3194697279118594,0.13029836182110938,0.04632658529346888,0.09327294036827471,0.12673518874490047,0.07353197117502029,0.015081730579205935
40,0.32584780114217216,0.12654251238200048,0.025339474622669295,0.12350876085337616,0.09262409740918191,0.04695851785502755,0.05709625788780531
41,0.3371872466688347,0.13204055037585494,0.030815143292443177,0.09121042250613746,0.06996953595750151,0.05987049143001448,0.07259802015813173
42,0.2778063602401976,0.1326238302632488,0.05190472100425836,0.07870574091058442,0.11269635406698081,0.15757638914920158,0.007262968921876424
43,0.292602295543747,0.16656768067275865,0.044842294865699156,0.10108885131123443,0.11287501471676326,0.09806864302533828,0.019914102962582586
44,0.3453791806048249,0.07497423119232251,0.041249066542862915,0.09312687107177729,0.10142030162731719,0.09500734044571187,0.05889752494864205
45,0.3247288205761727,0.12953546918831144,0.03706640669375355,0.10778683994914405,0.11206133724865724,0.061915947717817124,0.03441021245693606
46,0.27664138333770855,0.14303718982404628,0.10120498295273146,0.13144280456731472,0.11471969451634115,0.005821357785091471,0.10249599634341278
47,0.41582372292106246,0.03511186917490531,0.05074585835256771,0.1063705935099016,0.008546053170652662,0.04575498261657666,0.04769889462927951
48,0.41838095735396513,0.0,0.030088529609354545,0.09800813223404599,0.028351316211102012,0.08173232665495038,0.04928974784101228
49,0.17601502669410515,0.14737426825593924,0.0,0.04113244113837028,0.20083881334677928,0.191253552355898,0.06792762600232011
50,0.4144148127298262,0.06798209089883096,0.0,0.09648514200481828,0.0070267560997623,0.06853872905352941,0.0
51,0.2912565883369786,0.0977773197214853,0.03418604914099197,0.08889692625848035,0.14538966108959342,0.09134593527534796,0.05189497213389412
52,0.28435808533270746,0.10338707708112452,0.09233815052104685,0.08372766166271886,0.18193417901085193,0.015888687372724135,0.07968995059087955
53,0.4118320030101116,0.0630513552391851,0.0,0.0921913901298767,0.0,0.0833075087771775,0.0
54,0.3242161130158154,0.047649927597786516,0.2134233164894876,0.10735679322221002,0.0,0.020308114635165866,0.13078685838405202
55,0.0,0.08078302354474669,0.7114568943883511,0.0,0.0,0.0,0.0
56,0.16295178334082588,0.05662570848668231,0.2861200373024479,0.03566415005389699,0.0901191639647517,0.11322682832672942,0.18979298365652184
57,0.0,0.0,0.7570301821390093,0.0,0.0,0.0,0.11604514733678
58,0.0,0.0,0.2051344584934006,0.0,0.074791327498587,0.027299780122779085,0.6113365097672061
59,0.10808023317625912,0.1123717386289216,0.02401988097517872,0.13247975033687343,0.0,0.0,0.5639168628089114
60,0.0,0.0,0.0,0.0,0.0,0.0,0.9617785357394708
61,0.3765017847933331,0.10384666009593918,0.047284570812903146,0.08401422905076829,0.034793532576538826,0.05215901242907341,0.052373383047685955
62,0.37082700523938217,0.1089879958587811,0.051776446775751654,0.09077405441543279,0.04224932959002491,0.05386586293469686,0.04587564090737162
63,0.37544675540691175,0.10700926465155004,0.04792027389612847,0.0853038416799034,0.03829427889600544,0.053557992688197574,0.048911231840372334
