,0,1,2
0,0.28238380670520236,0.044446989113741654,0.14181184814924574
1,0.3664022105456943,0.14178234584848654,0.10051544906107791
2,0.09455928482389148,0.4236846746249345,0.17968876039140613
3,0.07868294324912228,0.4538526537912975,0.14926572296603602
4,0.0,0.48057061832466724,0.14200832926983506
5,0.0,0.3818682995658252,0.0
6,0.0,0.4476422307953585,0.21019294207177353
7,0.039116155207328036,0.3604997919381208,0.12216025971645597
8,0.03232987129772367,0.24451615909652444,0.28429966687881186
9,0.45139179300718235,0.0,0.07393632663024087
10,0.06881855405971704,0.46085538498923106,0.1507103987640859
11,0.2637895131092381,0.22116724409691252,0.18986078672337248
12,0.22168636660492338,0.18971284781795766,0.21979201757548592
13,0.251132857685981,0.24254055163944607,0.1479822335810061
14,0.2891842996712655,0.17195400209743364,0.15575275120563717
15,0.3788451391123793,0.13504902647716213,0.08489335587532537
16,0.2943011429456177,0.25630041045066854,0.09187722836259957
17,0.37384114724477757,0.1116847630872556,0.11883947916885368
18,0.06807300419345558,0.5496810629376044,0.048783045238929144
19,0.050584141910881994,0.4661887926711659,0.10717861984019052
20,0.12916948271281897,0.4389385252898501,0.0
21,0.03472118913137532,0.3661201894008971,0.021570920042605767
22,0.04493804097128737,0.45688808522205593,0.02697698280091514
23,0.02587376139622593,0.47126959421820996,0.057935532749885804
24,0.04358791933590264,0.5048990974323707,0.0
25,0.10348475688140336,0.4554062050686432,0.06238060842469894
26,0.04596470361569792,0.5269624520410994,0.00652237781584213
27,0.0,0.5040002683608131,0.1412559162181907
28,0.062443718890666675,0.502298545629721,0.061391030323996905
29,0.07063067618602127,0.5354226681946511,0.0
30,0.011549418981012156,0.5002971324710908,0.1254116452229362
31,0.4202413530975415,0.05721336808523366,0.08957569701363091
32,0.2935268018230961,0.22411985350494337,0.12631051503964333
33,0.2953986784717026,0.24109547242869397,0.06594278454334733
34,0.24484732546162735,0.19902425565711068,0.16821944407350115
35,0.28875098714014963,0.1968451439101746,0.14255919599118974
36,0.3432487149718703,0.18090863136363544,0.10960818426833503
37,0.3149362810808909,0.2215794155245814,0.1080403643329656
38,0.3589087193239772,0.13565297158377396,0.1169284257086258
39,0.3359490624224833,0.17488117610129852,0.11772494582020118
40,0.34500580392867264,0.16694541159110804,0.10222264887926046
41,0.35193436618878704,0.1697864689185447,0.1002496780854967
42,0.29326184931100713,0.24287430399844898,0.08086387480658168
43,0.31127729899197426,0.23271418884237016,0.09937957275441818
44,0.359815754821746,0.14815161296359097,0.11246118416001817
45,0.34255420135726294,0.17253313012964064,0.11149692918942396
46,0.28767159568832373,0.195118285941117,0.18651169602052198
47,0.41356923814067315,0.08676269541231928,0.07237661200634421
48,0.4187631761799351,0.07260886563981292,0.07617633649873845
49,0.2080649428634767,0.24582786956991481,0.14745206463853225
50,0.40775761511309383,0.12579043837165033,0.0078121028387222215
51,0.3267443954284752,0.1643273557311895,0.12020490136939996
52,0.30152270935992326,0.15548447022704434,0.18169062552992496
53,0.4129260011404618,0.11962008129699075,0.005287361078172364
54,0.3083224282412347,0.10002434837798678,0.20529329616842998
55,0.0,0.10405106842611338,0.35656018523699917
56,0.1693007000800962,0.13630330759938722,0.3030495614266155
57,0.0,0.007652029053007901,0.44988891997303937
58,0.0,0.0,0.5729066546819166
59,0.11943637213003772,0.0806315163585933,0.4280875784740146
60,0.0,0.0,0.6196382001276906
61,0.3828750086147614,0.13368731315343485,0.08397314740604518
62,0.3757992983421885,0.1462171466241772,0.08306501454634754
63,0.3811007850690885,0.1393117896512501,0.08329342349169253
