,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3092785339282356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3663687239080295,0.005910159845513817,0.05732466834914737,0.006062209945874759,0.0,0.03964561953726232,0.04848838093636782,0.04910487670848319,0.1641280211412718,0.016860976406246442,0.023135063435907197,0.0012721952920657553,0.08258990602098742,0.11330635290562353,0.06850503300903961,0.0007882990494502518,0.0790331178280143,0.04036542025330042,0.017837311085503234
2,0.02426379281757238,0.0,0.006942376275802593,0.010302881244479624,0.014515994040360851,0.0,0.05943757092874598,0.0,0.11898260520321206,0.05338212239404167,0.0,0.0,0.05777954716409973,0.7397325601330508,0.034445977077500745,0.0019609506111155557,0.14273056382531252,0.12219080804582234,0.08976601172151245
3,0.024313375812481917,0.046624613895233154,0.0,0.05732033423549319,0.03579480471091056,0.0,0.01063286937711695,0.0,0.11361126680248922,0.04537158664931818,0.0,0.0,0.0,0.7191156723878926,0.03189155814413384,0.01559488163780037,0.14852772021345373,0.10845341215328985,0.09201799717349601
4,0.0,0.0,0.006610671817880546,0.32327022267785177,0.0036961861829053486,0.0,0.0,0.015960883338705677,0.0,0.029489591753485093,0.0,0.47054998580308016,0.0,0.44910531377255625,0.0,0.022213755403684577,0.0,0.0,0.0
5,0.0,0.0,0.0,0.9645198673761539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.012268642389617343,0.08944173264807795,0.013889481552563258,0.0,0.0,0.042895017145825526,0.0,0.0632734113330184,0.0,0.11270279674898113,0.0,1.0012826967527395,0.0,0.04718948943034663,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0085700213992477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,1.1899695116109652,0.004393650467614395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4629970325722991,0.0,0.013540934066934403,0.0,0.0,0.0020289516120562756,0.002710699955888358,0.0331140970712152,0.0,0.028100906486623084,0.13462833463117832,0.02418477435055765,0.10963441547151132,0.0,0.028999316736148233,0.03839489171908914,0.03851869048588113,0.02771629048939898,0.07316935261184578
10,0.0,0.04557245979422718,0.02091771496868816,0.04742802299300246,0.0,0.01960452001669733,0.0,0.0,0.11787004870337368,0.0,0.0,0.0011842989259338525,0.02048580885078178,0.7479554799428683,0.0720656780132665,0.0,0.09785626817753201,0.1218013356046998,0.10616873485729626
11,0.010337118336947622,0.014175098236824047,0.0,0.04771561120564369,0.11306037664401074,0.0,0.01096266015063821,0.03605277458675665,0.0,0.0,0.13006735486099438,0.0,0.38362303561955036,0.048992955723324565,0.04074829167829437,0.05913580770143365,0.7065542227176355,0.030404351658974243,0.023995511736040146
12,0.0,0.0,0.007055464708932334,0.0427076089652079,0.14793493693870524,0.0,0.0,0.0,0.0,0.03119944629293647,0.16344422858787105,0.027205498963783825,0.0,0.0,0.08409922187022825,0.052138968849954136,1.0839476327795623,0.0,0.0
13,0.0,0.0,0.0,0.03425995506406131,0.07547693500868646,0.012503351918804168,0.045510330330323964,0.0,0.0,0.0,0.15032733776244478,0.0,0.31672813989780946,0.12393809074168056,0.0,0.01613142061214979,0.7802092710603064,0.0,0.12446513625695461
14,0.04704376719395071,0.08301543407848455,0.00039421980045640826,0.01617480604417846,0.0,0.0,0.0,0.035797955521098275,0.0010270052637522391,0.0,0.0,0.0038815007356491162,0.8811057260611506,0.0,0.0,0.08834196097752414,0.0,0.12499230253103343,0.0
15,0.41687749046985767,0.014559315598926443,0.024194583551529373,0.01758943769512244,0.0,0.016901111959180086,0.014012010026907601,0.036332955089378505,0.10208415993492678,0.057297466786933336,0.004798605073296565,0.003266534063017202,0.0,0.1445680512899018,0.06795146512375849,0.0221331463286387,0.05704533399153721,0.06489080057598955,0.07495118007441005
