,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1446519276959322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3615748202752272,0.01753425449153311,0.053202897814422376,0.0012050991430568128,0.043657465934501836,0.00010438650178579121,0.037523149165463406,0.036468264301291485,0.14144496480466745,0.08095879229532295,0.038007210400039564,0.0,0.15182501319522498,0.010854635822356089,0.06305768031066711,0.07270575751770096,0.0038339925850616697,0.04071296446669097,0.008304941695370709,0.05308512609314948
2,0.009089332132850547,0.08871070884119824,0.0009175828384485541,0.0,0.01891498135645062,0.018138428493374905,0.055453719726129815,0.0,0.06145705250978518,0.030262810255861715,0.0,0.036061549241107486,0.7344376270009152,0.0,0.10267686691915817,0.15346793398145916,0.023413609801435725,0.05843271106232808,0.023413737674591907,0.06551212910115596
3,0.015961426159640767,0.10053288597218142,0.0,0.0,0.0,0.09092865757362101,0.0,0.0,0.1270590014409958,0.06432233300555672,0.0,0.10096661705370356,0.7017559387216269,0.0,0.0,0.15211351717323343,0.023739572819326055,0.11228647663171011,0.020978783081075928,0.043835558464718524
4,0.0,0.0,0.019409615631106922,0.34686395449191976,0.0,0.0062962321763442375,0.0,0.008352294028461391,0.0,0.0,0.0,0.4692321693280377,0.3977436913738423,0.016271515119495893,0.0,0.0,0.0,0.0,0.007437095326673921,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2226364886165562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.041413383626247253,0.10186456891497805,0.0,0.02134931556042217,0.0,0.023020356867723153,0.0,0.0,0.0,0.24178885123406615,0.8970952973147941,0.03655023302100905,0.0,0.0,0.0,0.0,0.01450485668240919,0.0
7,0.0,0.0,0.0,0.7227549632005762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.012473006413071194,0.0,0.0,1.3666103254878395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.47515648969879526,0.0,0.0,0.007122376286360263,0.0,0.0,0.03396674041164724,0.08332275980517428,0.0,0.03717267137670893,0.10042452131353191,0.0,0.0,0.0069137482636586,0.05129433944140095,0.1028024652137772,0.0326932479031728,0.04787918462707754,0.0361920147906677,0.0
