,0,1,2,3
0,0.26572318970902115,0.17048435120391187,0.04923096527185614,0.0
1,0.3685926786452551,0.1078358620013637,0.09542400585101907,0.09795551860103267
2,0.09881902588875943,0.29427321632301245,0.15708340509209215,0.24436245984277863
3,0.08053840105130039,0.2917570310781026,0.13224014550690158,0.29464531850418374
4,0.0,0.10186402821396547,0.10511490497526754,0.583236287281365
5,0.0,0.0,0.0,0.5960856053562003
6,0.0,0.18844238764713478,0.15538961111436736,0.44507626692211333
7,0.03173149441944853,0.0878898103344804,0.0934984928506013,0.44847720180086226
8,0.008082127573776958,0.2850636200669877,0.1945946959182159,0.13833129143812387
9,0.4582195480762938,0.0,0.06648393563779403,0.03527631487602405
10,0.074410765701003,0.29574564164213724,0.11573270145628255,0.30087437292159364
11,0.25550238349196663,0.2538000159401382,0.11795925840282323,0.10269531187179307
12,0.2187833064503838,0.2185971697922343,0.16897535896529978,0.08689240743381652
13,0.24691233643490393,0.22421264124838422,0.08611556007277757,0.13788672434657076
14,0.27307243394240277,0.2555375516403799,0.07286178289701524,0.04248762456360258
15,0.3876228050281877,0.05216922975929313,0.0887973713653509,0.13077059629456103
16,0.2924891616354518,0.19211531409712257,0.0766013050091575,0.15172664749891068
17,0.3743119990574592,0.05712125868715441,0.10453038166631907,0.13000572670159988
18,0.03433004777500969,0.5407927389394488,0.048772403035917115,0.17268175461379875
19,0.03752481500438054,0.3375078565341982,0.1035336094837361,0.26227058699128536
20,0.07775280151944268,0.48196625120416514,0.0,0.1040051480654836
21,0.0728629512180576,0.05824043842099039,0.02081088648127878,0.42251060083447356
22,0.039659254883668504,0.3317236846116362,0.04972332867791929,0.2905394120808862
23,0.0,0.5333233546553168,0.021581826639553568,0.10006281001342056
24,0.0,0.6554720037973744,0.0,0.0
25,0.07860802513325597,0.4818757508763566,0.041776483729324965,0.11023638058045834
26,0.0,0.6430430005134333,0.0,0.01161432249525402
27,0.0,0.4085040857785496,0.14370230244161414,0.2062312006196992
28,0.03637391858533052,0.5552292805477956,0.02695896200128766,0.10392961825898298
29,0.01080320791100433,0.6374531810186174,0.0,0.05313145314778476
30,0.0,0.3904464895914777,0.13055699974921306,0.24776459603740328
31,0.4279425186530851,0.00966410773781974,0.08879328063160721,0.08993571805473367
32,0.26902310267156787,0.2954930749249676,0.07514250730600533,0.06541528992418136
33,0.2671175409863573,0.28502533840312244,0.0428013826883131,0.08528321409725362
34,0.23353150003947895,0.28914339424880087,0.10340374016638881,0.04051999669400568
35,0.2620736904754009,0.27410805248353903,0.07900432181872556,0.0545124942773495
36,0.3446631577537395,0.15082063770692605,0.08075387387149087,0.1204128375032636
37,0.3123027924434957,0.19989403845336873,0.06400971956867102,0.11708260407085151
38,0.36296113142494923,0.09138159102624495,0.09706365900316712,0.12592079703018938
39,0.34291843120235627,0.16239833210661844,0.07761493964538028,0.10244191815206656
40,0.3449154522649314,0.1310018685566297,0.07613520111459163,0.12995280565893358
41,0.34274997228471715,0.14745850075643147,0.08058105320576578,0.11034818564845612
42,0.2975851795127703,0.20011051764676527,0.07085673510268631,0.1255992780347584
43,0.31121617343634805,0.20281361223862193,0.06748718136312526,0.12194001596720926
44,0.3595284200020121,0.11073832511839064,0.09248344425420393,0.12189973252630337
45,0.346345456724628,0.14922759097294605,0.07750700134843762,0.11577660953877691
46,0.2815114775254018,0.16790328305283886,0.17039456755679847,0.11903247969276173
47,0.418841674340397,0.023049590794378596,0.07381641381157866,0.11073601995465719
48,0.42696664269702317,0.0,0.06748502514299076,0.12322227457152912
49,0.21371852814635198,0.2303578300387445,0.0793049186073067,0.13478107421255417
50,0.41409110159372,0.05636369355186294,0.0,0.11113813119735093
51,0.32237067221314714,0.13922523989322602,0.09090099161112986,0.12725295175472948
52,0.3051477176075794,0.1415976340913071,0.17933642991542048,0.08291329403954298
53,0.41233489091168957,0.05702048022420253,0.0,0.11285489686949138
54,0.32061624863732463,0.01903550900195234,0.27243785321832,0.09567713217218847
55,0.0,0.08253528839810913,0.5222272606528079,0.0
56,0.16967999372765308,0.08736260236872659,0.374938676860946,0.09501613336646882
57,0.0,0.0,0.6452567035105954,0.0
58,0.006700449897144066,0.0,0.6044213466789687,0.0
59,0.11323378922129256,0.06950498662459824,0.3830943354346547,0.11194906989581122
60,0.0,0.0,0.5911708714932524,0.0022969542849421453
61,0.3843453292586483,0.10652889843444165,0.07522005167954422,0.09314493302078951
62,0.3796818119000736,0.10854681607512587,0.08072565668802054,0.09435739561184947
63,0.3831532330385779,0.10829931495790254,0.07646659190179504,0.09363359684233999
